pr_name,pr_code,dc_name,dc_code,mn_name,mn_code,mp_name,mp_code,sp_name,sp_code,sa_code,pop_size,pop_curr,pop_curr_approx,lz_code,lz_name,lz_abbrev,lz
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti B',984056001,9840170,549,600,600,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti B',984056001,9840204,576,629,629,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti B',984056001,9840253,618,675,675,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840112,492,537,537,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840163,543,593,593,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840221,588,642,642,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840272,633,691,691,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840275,633,691,691,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840286,645,705,705,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840302,660,721,721,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840316,666,728,728,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840320,675,737,737,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840327,681,744,744,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840346,711,777,777,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840353,717,783,783,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840355,720,787,787,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840356,723,790,790,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840375,756,826,826,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840390,792,865,865,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840391,795,869,869,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Moteti',984056,'Moteti SP',984056002,9840408,849,928,928,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840063,420,459,459,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840104,486,531,531,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840119,501,547,547,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840164,546,596,596,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840186,567,619,619,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840217,585,639,639,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840271,630,688,688,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840287,648,708,708,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840297,654,714,714,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840299,654,714,714,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840319,669,731,731,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Mpheleng',984051,'Mpheleng SP',984051001,9840380,768,839,839,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Naganeng',984044,'Naganeng SP',984044001,9840245,609,665,665,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Naganeng',984044,'Naganeng SP',984044001,9840270,627,685,685,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840030,348,380,380,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840048,399,436,436,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840059,417,455,455,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840084,456,498,498,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840115,498,544,544,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840140,516,564,564,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840151,525,573,573,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840211,579,632,632,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840231,600,655,655,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840235,600,655,655,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840259,624,682,682,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840298,654,714,714,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840312,663,724,724,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840315,666,728,728,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840347,708,773,773,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ntwane',984072,'Ntwane SP',984072001,9840349,714,780,780,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phooko',984064,'Phooko SP',984064001,9840026,330,360,360,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phookwane',984066,'Phookwane SP',984066001,9840197,573,626,626,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840072,432,472,472,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840150,525,573,573,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840192,567,619,619,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840227,591,646,646,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840244,612,668,668,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840323,678,741,741,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Phukukane',984062,'Phukukane SP',984062001,9840368,744,813,813,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Stompo',984048,'Stompo SP',984048001,9840097,468,511,511,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Stompo',984048,'Stompo SP',984048001,9840171,549,600,600,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Stompo',984048,'Stompo SP',984048001,9840373,747,816,816,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
'Limpopo',9,'Greater Sekhukhune',947,'Elias Motsoaledi',984,'Ten Morgan',984060,'Ten Morgan SP',984060001,9840099,471,514,514,59205,'Highveld open access mixed income','ZAHMI','59205: Highveld open access mixed income (ZAHMI)'
